from,to,from_alt,to_alt,playername,transfersumme,weight,transfertype,season,year,transferfenster,ligaintern,transferid
GER2,S04,VfL Bochum,FC Schalke 04,Sidney Sam,0,1,1,1718,2017,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/39102/transfer_id/1899630
GER2,S04,FC Ingolstadt 04,FC Schalke 04,Phil Neumann,0,1,1,1718,2017,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/265176/transfer_id/1675994
GER2,S04,1.FC Union Berlin,FC Schalke 04,Atsuto Uchida,0,1,1,1718,2017,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/27800/transfer_id/1888326
GER2,S04,FC Erzgebirge Aue,FC Schalke 04,Luke Hemmerich,0,1,1,1819,2018,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/300502/transfer_id/2148208
GER2,S04,FC St Pauli,FC Schalke 04,Guido Burgstaller,0,1,1,2021,2020,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/49239/transfer_id/3082126
GER2,S04,SV Sandhausen,FC Schalke 04,Haji Wright,99,1,2,1718,2017,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/315291/transfer_id/1876028
GER2,S04,VfL Bochum,FC Schalke 04,Luke Hemmerich,99,1,2,1718,2017,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/300502/transfer_id/1895947
GER2,S04,SpVgg Greuther Fuerth,FC Schalke 04,Fabian Reese,50.000,2,2,1718,2018,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/227102/transfer_id/2010171
GER2,S04,MSV Duisburg,FC Schalke 04,Vasilios Pliatsikas,100000,2,2,1112,2011,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/34186/transfer_id/578601
GER2,S04,SC Paderborn 07,FC Schalke 04,Philipp Hofmann,100000,2,2,1213,2012,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/119037/transfer_id/760093
GER2,S04,Holstein Kiel,FC Schalke 04,Fabian Reese,100000,2,1,1920,2020,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/227102/transfer_id/2743566
GER2,S04,SC Paderborn 07,FC Schalke 04,Bernard Tekpetey,150000,3,1,1819,2018,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/422380/transfer_id/2194783
GER2,S04,FC Ingolstadt 04,FC Schalke 04,Philipp Hofmann,200.000,3,2,1314,2013,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/119037/transfer_id/908920
GER2,S04,Fortuna Duesseldorf,FC Schalke 04,Lars Unnerstall,200.000,3,1,1415,2014,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/53696/transfer_id/1064560
GER2,S04,Fortuna Duesseldorf,FC Schalke 04,Marcel Sobottka,200000,3,1,1516,2015,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/119044/transfer_id/1289388
GER2,S04,Hertha BSC,FC Schalke 04,Peer Kluge,250000,3,1,1213,2012,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/1095/transfer_id/736549
GER2,S04,1.FC Koeln,FC Schalke 04,Johannes Geis,500000,3,1,1819,2019,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/89650/transfer_id/2367808
GER2,S04,Hannover 96,FC Schalke 04,Cedric Teuchert,500000,3,2,1920,2019,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/207597/transfer_id/2533733
GER2,S04,FC St. Pauli,FC Schalke 04,Carlos Zambrano,750000,4,1,1213,2012,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/53533/transfer_id/704547
GER2,S04,SV Darmstadt 98,FC Schalke 04,Felix Platte,800.000,4,1,1718,2017,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/195782/transfer_id/1894235
GER2,S04,1.FC Kaiserslautern,FC Schalke 04,Philipp Hofmann,1.000.000,4,1,1415,2014,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/119037/transfer_id/1067064
GER3,S04,Viktoria Koeln,FC Schalke 04,Jonas Carls,99,1,2,1920,2020,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/239972/transfer_id/2768382
GRE1,S04,Panetolikos GFS,FC Schalke 04,Angelos Charisteas,0,1,1,1112,2011,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/1519/transfer_id/570005
GRE1,S04,Olympiakos Piraeus,FC Schalke 04,Felipe Santana,99,1,2,1415,2015,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/54312/transfer_id/1183860
H96,S04,Hannover 96,FC Schalke 04,Christian Pander,0,1,1,1112,2011,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/2805/transfer_id/586608
HSV,S04,Hamburger SV,FC Schalke 04,Heiko Westermann,7.500.000,6,1,1011,2010,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/1726/transfer_id/453961
IRA1,S04,Persepolis FC,FC Schalke 04,Ali Karimi,0,1,1,1112,2011,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/15412/transfer_id/570003
ITA1,S04,US Lecce,FC Schalke 04,Carlos Grossmueller,0,1,1,1011,2010,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/50791/transfer_id/458672
ITA1,S04,US Lecce,FC Schalke 04,Tore Reiniussen,150.000,3,2,1011,2010,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/41328/transfer_id/458472
ITA1,S04,Juventus Turin,FC Schalke 04,Benedikt Hoewedes,3.500.000,5,2,1718,2017,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/39020/transfer_id/1898371
ITA1,S04,Juventus Turin,FC Schalke 04,Weston McKennie,4500000,5,2,2021,2020,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/332697/transfer_id/3036045
ITA1,S04,Genua CFC,FC Schalke 04,Rafinha,8.000.000,6,1,1011,2010,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/33947/transfer_id/462172
KOE,S04,1.FC Koeln,FC Schalke 04,Mark Uth,99,1,2,1920,2020,2,1,https://www.transfermarkt.de/jumplist/transfers/spieler/112935/transfer_id/2743535
KOE,S04,1.FC Koeln,FC Schalke 04,Marco Hoeger,1.300.000,5,1,1617,2016,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/55510/transfer_id/1441085
M05,S04,1.FSV Mainz 05,FC Schalke 04,Christoph Moritz,0,1,1,1314,2013,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/55519/transfer_id/808429
M05,S04,1.FSV Mainz 05,FC Schalke 04,Lewis Holtby,200.000,3,2,1011,2010,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/55508/transfer_id/422907
M05,S04,1.FSV Mainz 05,FC Schalke 04,Mario Gavranovic,200000,3,2,1112,2011,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/61380/transfer_id/630056
M05,S04,1.FSV Mainz 05,FC Schalke 04,Christian Clemens,400.000,3,2,1415,2015,2,1,https://www.transfermarkt.de/jumplist/transfers/spieler/44713/transfer_id/1168983
M05,S04,1.FSV Mainz 05,FC Schalke 04,Christian Clemens,2.000.000,5,1,1617,2016,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/44713/transfer_id/1476359
MEX1,S04,CF America,FC Schalke 04,Vicente Sanchez,0,1,1,1011,2010,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/53060/transfer_id/439467
NED1,S04,Willem II Tilburg,FC Schalke 04,Timon Wellenreuther,0,1,1,1718,2017,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/196829/transfer_id/1764321
NED1,S04,Ajax Amsterdam,FC Schalke 04,Klaas Jan Huntelaar,0,1,1,1718,2017,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/4357/transfer_id/1764331
NED1,S04,Roda JC Kerkrade,FC Schalke 04,Donis Avdijaj,99,1,2,1718,2018,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/196227/transfer_id/2004110
NED1,S04,Heracles Almelo,FC Schalke 04,Ahmed Kutucu,99,1,2,2021,2021,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/452084/transfer_id/3215009
NED1,S04,Vitesse Arnheim,FC Schalke 04,Anthony Annan,400000,3,2,1112,2011,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/29122/transfer_id/626061
NOR1,S04,SK Brann,FC Schalke 04,Ralf Faehrmann,99,1,2,1920,2020,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/39015/transfer_id/2826165
NOR1,S04,Tromso IL,FC Schalke 04,Tore Reiniussen,100.000,3,2,1011,2011,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/41328/transfer_id/553944
POR1,S04,Vitoria Guimaraes SC,FC Schalke 04,Jonas Carls,99,1,2,2021,2020,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/239972/transfer_id/2989845
QAT1,S04,Al Rayyan SC,FC Schalke 04,Marcelo Bordon,0,1,1,1011,2010,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/586/transfer_id/442893
QAT1,S04,Al Sadd FC,FC Schalke 04,Raul,0,1,1,1213,2012,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/7349/transfer_id/710426
ROU1,S04,FC Rapid Bukarest,FC Schalke 04,Ciprian Deac,300000,3,2,1112,2011,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/43300/transfer_id/575161
ROU1,S04,CFR Cluj,FC Schalke 04,Ciprian Deac,700000,4,1,1213,2012,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/43300/transfer_id/723238
RUS1,S04,Dinamo Moskau,FC Schalke 04,Kevin Kuranyi,0,1,1,1011,2010,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/1331/transfer_id/417702
RUS1,S04,Kuban Krasnodar,FC Schalke 04,Felipe Santana,0,1,1,1516,2016,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/54312/transfer_id/1403442
RUS1,S04,Spartak Moskau,FC Schalke 04,Jose Manuel Jurado,1500000,5,2,1213,2012,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/28261/transfer_id/778279
RUS1,S04,Spartak Moskau,FC Schalke 04,Jose Manuel Jurado,3.000.000,5,1,1314,2013,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/28261/transfer_id/894153
RUS1,S04,Lokomotive Moskau,FC Schalke 04,Benedikt Hoewedes,5000000,5,1,1819,2018,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/39020/transfer_id/2203178
SCF,S04,SC Freiburg,FC Schalke 04,Erik Jendrisek,700.000,4,1,1011,2011,2,1,https://www.transfermarkt.de/jumplist/transfers/spieler/41369/transfer_id/527520
SCO1,S04,Celtic Glasgow,FC Schalke 04,Teemu Pukki,2.500.000,5,1,1314,2013,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/46972/transfer_id/941363
SGE,S04,Eintracht Frankfurt,FC Schalke 04,Kaan Ayhan,99,1,2,1516,2016,2,1,https://www.transfermarkt.de/jumplist/transfers/spieler/119031/transfer_id/1395256
SGE,S04,Eintracht Frankfurt,FC Schalke 04,Markus Schubert,99,1,2,2021,2020,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/296741/transfer_id/3082382
SGE,S04,Eintracht Frankfurt,FC Schalke 04,Tranquillo Barnetta,500.000,3,2,1314,2013,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/6645/transfer_id/942683
SGF,S04,SpVgg Greuther Fuerth,FC Schalke 04,Edu,300000,3,2,1213,2012,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/9543/transfer_id/777796
STP,S04,FC St. Pauli,FC Schalke 04,Gerald Asamoah,99,1,2,1011,2010,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/258/transfer_id/424066
STP,S04,FC St. Pauli,FC Schalke 04,Carlos Zambrano,150.000,3,2,1011,2010,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/53533/transfer_id/446319
SUI1,S04,FC Zuerich,FC Schalke 04,Mario Gavranovic,0,1,1,1213,2012,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/61380/transfer_id/720848
SUI1,S04,FC Aarau,FC Schalke 04,Lars Unnerstall,200.000,3,2,1314,2014,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/53696/transfer_id/1006198
TSG,S04,TSG 1899 Hoffenheim,FC Schalke 04,Sebastian Rudy,850000,1,2,1920,2019,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/57051/transfer_id/2583604
TSG,S04,TSG 1899 Hoffenheim,FC Schalke 04,Sebastian Rudy,99,1,2,2021,2020,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/57051/transfer_id/3088260
TSG,S04,TSG Hoffenheim,FC Schalke 04,Adam Szalai,6.000.000,6,1,1415,2014,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/39106/transfer_id/1078950
TUR1,S04,Goeztepe,FC Schalke 04,Emin Yalin,0,1,1,1011,2010,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/82886/transfer_id/453989
TUR1,S04,FC Schalke 04,Fenerbahce Istanbul,Roman Neustaedter,0,1,1,1617,2016,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/40478/transfer_id/1511129
TUR1,S04,Besiktas Istanbul,FC Schalke 04,Jermaine Jones,200.000,3,1,1314,2014,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/1321/transfer_id/1009911
TUR1,S04,Besiktas Istanbul,FC Schalke 04,Edu,500000,3,1,1112,2011,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/9543/transfer_id/630817
TUR1,S04,FC Schalke 04,Istanbul Basaksehir FK,Junior Caicara,3.000.000,5,1,1617,2017,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/112062/transfer_id/1675961
UKR1,S04,Karpaty Lviv,FC Schalke 04,Levan Kenia,0,1,1,1213,2012,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/30732/transfer_id/712742
UKR1,S04,Shakhtar Donetsk,FC Schalke 04,Yevgen Konoplyanka,1800000,5,1,1920,2019,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/58949/transfer_id/2631481
UNI,S04,1.FC Union Berlin,FC Schalke 04,Cedric Teuchert,0,1,1,2021,2020,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/207597/transfer_id/2995910
USA1,S04,Philadelphia Union,FC Schalke 04,Tranquillo Barnetta,0,1,1,1516,2015,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/6645/transfer_id/1250742
VAE1,S04,Al Jazira Abu Dhabi,FC Schalke 04,Jefferson Farfan,7000000,6,1,1516,2015,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/16649/transfer_id/1296363
VFB,S04,VfB Stuttgart,FC Schalke 04,Dennis Aogo,0,1,1,1718,2017,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/19354/transfer_id/1764322
VFB,S04,VfB Stuttgart,FC Schalke 04,Tim Hoogland,300000,3,2,1213,2012,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/18833/transfer_id/737426
WOL,S04,VfL Wolfsburg,FC Schalke 04,Julian Draxler,43000000,7,1,1516,2015,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/85148/transfer_id/1333089
